partinamn;fylkesnr;kommunenr;partitype;valar;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestotte;totalt
Demokratene;9;900;Fylke;2007;86;0,19;0;2011;0;2494,86;2494,86
Kystpartiet i Aust-Agder;9;900;Fylke;2007;99;0,22;0;2011;0;2871,99;2871,99
Kystpartiet Ungdom i Aust-Agder;9;900;FylkesUngdom;2007;0;0;0;2011;0;906,84;906,84
Miljøpartiet De Grønne;9;900;Fylke;2007;184;0,41;0;2011;0;5337,84;5337,84
Pensjonistpartiet Aust-Agder;9;900;Fylke;2007;862;1,94;1;2011;44708;25006,62;69714,62
Rødt i Aust-Agder (Aust-Agder Rød Valgallianse);9;900;Fylke;2007;508;1,14;0;2011;0;14737,08;14737,08
Risør  Arbeiderparti;9;901;Kommune;2007;904;26,39;8;2011;1223;11580,24;12803,24
Risør Fremskrittsparti;9;901;Kommune;2007;404;11,8;4;2011;1223;5175,24;6398,24
Risør Høyre;9;901;Kommune;2007;607;17,72;6;2011;1223;7775,67;8998,67
Risør KrF;9;901;Kommune;2007;280;8,18;3;2011;1223;3586,8;4809,8
Risør Senterparti;9;901;Kommune;2007;157;4,58;1;2011;1223;2011,17;3234,17
RISØR VENSTRE;9;901;Kommune;2007;472;13,78;4;2011;1223;6046,32;7269,32
Rødt Risør  (Risør Rød Valgallianse);9;901;Kommune;2007;469;13,69;4;2011;1223;6007,89;7230,89
Grimstad  Arbeiderparti;9;904;Kommune;2007;1471;17,38;6;2011;1223;18843,51;20066,51
Grimstad Fremskrittsparti;9;904;Kommune;2007;2019;23,86;8;2011;1223;25863,39;27086,39
Grimstad Høyre;9;904;Kommune;2007;1253;14,81;5;2011;1223;16050,93;17273,93
Grimstad KrF;9;904;Kommune;2007;1418;16,76;6;2011;1223;18164,58;19387,58
Grimstad Senterparti;9;904;Kommune;2007;520;6,14;2;2011;1223;6661,2;7884,2
Grimstad Sv;9;904;Kommune;2007;413;4,88;2;2011;1223;5290,53;6513,53
GRIMSTAD VENSTRE;9;904;Kommune;2007;1369;16,18;6;2011;1223;17536,89;18759,89
Arendal  Arbeiderparti;9;906;Kommune;2007;5445;31,29;12;2011;1223;69750,45;70973,45
Arendal Fremskrittsparti;9;906;Kommune;2007;3776;21,7;8;2011;1223;48370,56;49593,56
Arendal Høyre;9;906;Kommune;2007;2663;15,3;6;2011;1223;34113,03;35336,03
Arendal KrF;9;906;Kommune;2007;1839;10,57;4;2011;1223;23557,59;24780,59
Arendal Pensjonistparti;9;906;Kommune;2007;723;4,16;2;2011;1223;9261,63;10484,63
Arendal Senterparti;9;906;Kommune;2007;784;4,51;2;2011;1223;10043,04;11266,04
Arendal Sv;9;906;Kommune;2007;1183;6,8;3;2011;1223;15154,23;16377,23
ARENDAL VENSTRE;9;906;Kommune;2007;933;5,36;2;2011;1223;11951,73;13174,73
Demokratene;9;906;Kommune;2007;20;0,11;0;2011;0;256,2;256,2
Kystpartiet;9;906;Kommune;2007;34;0,2;0;2011;0;435,54;435,54
Gjerstad  Arbeidarparti;9;911;Kommune;2007;382;31,41;7;2011;1223;4893,42;6116,42
Gjerstad Framstegsparti;9;911;Kommune;2007;75;6,17;1;2011;1223;960,75;2183,75
Gjerstad Høgre;9;911;Kommune;2007;288;23,68;5;2011;1223;3689,28;4912,28
Gjerstad KrF;9;911;Kommune;2007;126;10,36;2;2011;1223;1614,06;2837,06
Gjerstad Senterparti;9;911;Kommune;2007;192;15,79;4;2011;1223;2459,52;3682,52
GJERSTAD VENSTRE;9;911;Kommune;2007;124;10,2;2;2011;1223;1588,44;2811,44
Vegårshei  Arbeiderparti;9;912;Kommune;2007;458;42,29;9;2011;1223;5866,98;7089,98
Vegårshei Fremskrittsparti;9;912;Kommune;2007;133;12,28;3;2011;1223;1703,73;2926,73
Vegårshei Høyre;9;912;Kommune;2007;177;16,34;3;2011;1223;2267,37;3490,37
Vegårshei KrF;9;912;Kommune;2007;198;18,28;4;2011;1223;2536,38;3759,38
Vegårshei Senterparti;9;912;Kommune;2007;117;10,8;2;2011;1223;1498,77;2721,77
Tvedestrand  Arb.parti;9;914;Kommune;2007;476;17,02;4;2011;1223;6097,56;7320,56
Tvedestrand Høyre;9;914;Kommune;2007;562;20,1;5;2011;1223;7199,22;8422,22
Tvedestrand KrF;9;914;Kommune;2007;248;8,87;2;2011;1223;3176,88;4399,88
Tvedestrand Senterparti;9;914;Kommune;2007;415;14,84;3;2011;1223;5316,15;6539,15
Tvedestrand Sv;9;914;Kommune;2007;163;5,83;3;2011;1223;2088,03;3311,03
TVEDESTRAND VENSTRE;9;914;Kommune;2007;144;5,15;1;2011;1223;1844,64;3067,64
Froland  Arbeiderparti;9;919;Kommune;2007;466;22,15;4;2011;1223;5969,46;7192,46
Froland Fremskrittsparti;9;919;Kommune;2007;376;17,87;3;2011;1223;4816,56;6039,56
Froland KrF;9;919;Kommune;2007;343;16,3;3;2011;1223;4393,83;5616,83
Froland Senterparti;9;919;Kommune;2007;803;38,17;7;2011;1223;10286,43;11509,43
Lillesand  Arbeiderparti;9;926;Kommune;2007;634;13,75;4;2011;1223;8121,54;9344,54
Lillesand Fremskrittsparti;9;926;Kommune;2007;598;12,97;4;2011;1223;7660,38;8883,38
Lillesand Høyre;9;926;Kommune;2007;2038;44,2;13;2011;1223;26106,78;27329,78
Lillesand KrF;9;926;Kommune;2007;447;9,69;3;2011;1223;5726,07;6949,07
Lillesand Senterparti;9;926;Kommune;2007;194;4,21;1;2011;1223;2485,14;3708,14
Lillesand Sv;9;926;Kommune;2007;319;6,92;2;2011;1223;4086,39;5309,39
LILLESAND VENSTRE;9;926;Kommune;2007;375;8,13;2;2011;1223;4803,75;6026,75
Birkenes  Arbeiderparti;9;928;Kommune;2007;383;18,44;5;2011;1223;4906,23;6129,23
Birkenes Fremskrittsparti;9;928;Kommune;2007;253;12,18;4;2011;1223;3240,93;4463,93
Birkenes Høyre;9;928;Kommune;2007;681;32,79;9;2011;1223;8723,61;9946,61
Birkenes KrF;9;928;Kommune;2007;371;17,86;5;2011;1223;4752,51;5975,51
Birkenes Senterparti;9;928;Kommune;2007;240;11,56;3;2011;1223;3074,4;4297,4
Birkenes Sv;9;928;Kommune;2007;97;4,67;1;2011;1223;1242,57;2465,57
Åmli  Arbeidarparti;9;929;Kommune;2007;382;39,87;7;2011;1223;4893,42;6116,42
Åmli Framstegsparti;9;929;Kommune;2007;122;12,73;2;2011;1223;1562,82;2785,82
Åmli Høgre;9;929;Kommune;2007;68;7,1;1;2011;1223;871,08;2094,08
Åmli Senterparti;9;929;Kommune;2007;386;40,29;7;2011;1223;4944,66;6167,66
Iveland  Arbeiderparti;9;935;Kommune;2007;112;17,98;3;2011;1223;1434,72;2657,72
Iveland Fremskrittsparti;9;935;Kommune;2007;104;16,69;3;2011;1223;1332,24;2555,24
Iveland Høyre;9;935;Kommune;2007;57;9,15;2;2011;1223;730,17;1953,17
Iveland KrF;9;935;Kommune;2007;105;16,85;3;2011;1223;1345,05;2568,05
Iveland Senterparti;9;935;Kommune;2007;155;24,88;4;2011;1223;1985,55;3208,55
IVELAND VENSTRE;9;935;Kommune;2007;90;14,45;2;2011;1223;1152,9;2375,9
Evje og Hornnes Framstegsparti;9;937;Kommune;2007;134;8,43;2;2011;1223;1716,54;2939,54
Evje og Hornnes Høgre;9;937;Kommune;2007;71;4,47;1;2011;1223;909,51;2132,51
Evje og Hornnes KrF;9;937;Kommune;2007;429;27;6;2011;1223;5495,49;6718,49
Evje og Hornnes Senterparti;9;937;Kommune;2007;235;14,79;3;2011;1223;3010,35;4233,35
EVJE OG HORNNES VENSTRE;9;937;Kommune;2007;36;2,27;0;2011;0;461,16;461,16
Evje/Hornes  Arb.Parti.;9;937;Kommune;2007;371;23,35;5;2011;1223;4752,51;5975,51
Bygland  Arbeidarparti;9;938;Kommune;2007;72;10,54;2;2011;1223;922,32;2145,32
Bygland Høgre og Bygland Venstre;9;938;Kommune;2007;104;15,23;2;2011;1223;1332,24;2555,24
Bygland KrF;9;938;Kommune;2007;83;12,15;2;2011;1223;1063,23;2286,23
Bygland Senterparti;9;938;Kommune;2007;198;28,99;4;2011;1223;2536,38;3759,38
Valle  Arbeidarparti;9;940;Kommune;2007;119;16,74;3;2011;1223;1524,39;2747,39
Valle Høgre;9;940;Kommune;2007;348;48,95;10;2011;1223;4457,88;5680,88
Valle KrF;9;940;Kommune;2007;85;11,95;3;2011;1223;1088,85;2311,85
Valle Senterparti;9;940;Kommune;2007;159;22,36;5;2011;1223;2036,79;3259,79
Bykle  Arbeidarparti;9;941;Kommune;2007;108;22,64;3;2011;1223;1383,48;2606,48
Bykle Framstegsparti;9;941;Kommune;2007;40;8,39;1;2011;1223;512,4;1735,4
Bykle Høgre;9;941;Kommune;2007;131;27,46;4;2011;1223;1678,11;2901,11
Bykle KrF;9;941;Kommune;2007;33;6,92;1;2011;1223;422,73;1645,73
Bykle Senterparti;9;941;Kommune;2007;42;8,81;1;2011;1223;538,02;1761,02
Bykle Sv;9;941;Kommune;2007;51;10,69;1;2011;1223;653,31;1876,31
BYKLE VENSTRE;9;941;Kommune;2007;35;7,34;1;2011;1223;448,35;1671,35
Demokratene i Vest-Agder;10;1000;Fylke;2007;1723;2,39;1;2011;44708;49984,23;94692,23
Kystpartiet i Vest-Agder;10;1000;Fylke;2007;155;0,22;0;2011;0;4496,55;4496,55
Miljøpartiet De Grønne i Vest-Agder;10;1000;Fylke;2007;1258;1,75;0;2011;0;36494,58;36494,58
Pensjonistpartiet Vest-Agder fylke;10;1000;Fylke;2007;1882;2,61;1;2011;44708;54596,82;99304,82
Rød Valgallianse i Vest-Agder;10;1000;Fylke;2007;712;0,99;0;2011;0;20655,12;20655,12
Vest-Agder Arbeiderparti;10;1000;Fylke;2007;14295;19,85;7;2011;44708;414697,95;459405,95
Vest-Agder AUF;10;1000;FylkesUngdom;2007;0;0;0;2011;0;130942,2;130942,2
Vest-Agder Fremskrittpartis Ungdom;10;1000;FylkesUngdom;2007;0;0;0;2011;0;128230,84;128230,84
Vest-Agder Fremskrittsparti;10;1000;Fylke;2007;13999;19,44;7;2011;44708;406110,99;450818,99
Vest-Agder Høyre;10;1000;Fylke;2007;12795;17,77;6;2011;44708;371182,95;415890,95
Vest-Agder Kristelig Folkeparti;10;1000;Fylke;2007;15190;21,09;8;2011;44708;440661,9;485369,9
Vest-Agder Kristelig Folkepartis Ungdom;10;1000;FylkesUngdom;2007;0;0;0;2011;0;139140,4;139140,4
Vest-Agder Rød Ungdom;10;1000;FylkesUngdom;2007;0;0;0;2011;0;6521,92;6521,92
Vest-Agder Senterparti;10;1000;Fylke;2007;3884;5,39;2;2011;44708;112674,84;157382,84
Vest-Agder Senterungdom;10;1000;FylkesUngdom;2007;0;0;0;2011;0;35577,44;35577,44
Vest-Agder SU;10;1000;FylkesUngdom;2007;0;0;0;2011;0;27223,52;27223,52
Vest-Agder Sv;10;1000;Fylke;2007;2972;4,13;1;2011;44708;86217,72;130925,72
Vest-Agder Unge Høyre;10;1000;FylkesUngdom;2007;0;0;0;2011;0;117202,2;117202,2
VEST-AGDER UNGE VENSTRE;10;1000;FylkesUngdom;2007;0;0;0;2011;0;28185,32;28185,32
VEST-AGDER VENSTRE;10;1000;Fylke;2007;3077;4,27;2;2011;44708;89263,77;133971,77
Demokratene Kristiansand;10;1001;Kommune;2007;1594;4,44;2;2011;1223;20419,14;21642,14
Kristiansand Arb.Parti;10;1001;Kommune;2007;7124;19,84;11;2011;1223;91258,44;92481,44
Kristiansand Fremskrittsparti;10;1001;Kommune;2007;5616;15,64;9;2011;1223;71940,96;73163,96
Kristiansand Høyre;10;1001;Kommune;2007;7566;21,07;11;2011;1223;96920,46;98143,46
Kristiansand KrF;10;1001;Kommune;2007;6723;18,72;10;2011;1223;86121,63;87344,63
Kristiansand Pensjonistparti;10;1001;Kommune;2007;2002;5,57;3;2011;1223;25645,62;26868,62
Kristiansand Rød Valgallianse;10;1001;Kommune;2007;804;2,24;1;2011;1223;10299,24;11522,24
Kristiansand Senterparti;10;1001;Kommune;2007;497;1,38;1;2011;1223;6366,57;7589,57
Kristiansand Sv;10;1001;Kommune;2007;1465;4,08;2;2011;1223;18766,65;19989,65
KRISTIANSAND VENSTRE;10;1001;Kommune;2007;1587;4,42;2;2011;1223;20329,47;21552,47
Miljøpartiet De Grønne;10;1001;Kommune;2007;938;2,61;1;2011;1223;12015,78;13238,78
Mandal  Arbeiderparti;10;1002;Kommune;2007;1587;24,04;8;2011;1223;20329,47;21552,47
Mandal Fremskrittsparti;10;1002;Kommune;2007;2090;31,66;11;2011;1223;26772,9;27995,9
Mandal Høyre;10;1002;Kommune;2007;921;13,95;5;2011;1223;11798,01;13021,01
Mandal KrF;10;1002;Kommune;2007;1281;19,41;7;2011;1223;16409,61;17632,61
Mandal Senterparti;10;1002;Kommune;2007;207;3,14;1;2011;1223;2651,67;3874,67
Mandal Sv;10;1002;Kommune;2007;300;4,54;2;2011;1223;3843;5066
MANDAL VENSTRE;10;1002;Kommune;2007;208;3,15;1;2011;1223;2664,48;3887,48
Demokratene;10;1003;Kommune;2007;8;0,17;0;2011;0;102,48;102,48
Farsund  Arbeiderparti;10;1003;Kommune;2007;1111;23,32;7;2011;1223;14231,91;15454,91
Farsund Fremskrittsparti;10;1003;Kommune;2007;1552;32,58;9;2011;1223;19881,12;21104,12
Farsund Høyre;10;1003;Kommune;2007;781;16,39;5;2011;1223;10004,61;11227,61
Farsund KrF;10;1003;Kommune;2007;736;15,45;5;2011;1223;9428,16;10651,16
Farsund Senterparti;10;1003;Kommune;2007;212;4,45;1;2011;1223;2715,72;3938,72
Farsund Sv;10;1003;Kommune;2007;259;5,44;2;2011;1223;3317,79;4540,79
FARSUND VENSTRE;10;1003;Kommune;2007;105;2,2;0;2011;0;1345,05;1345,05
Demokratene Flekkefjord;10;1004;Kommune;2007;16;0,39;0;2011;0;204,96;204,96
Flekkefjord Arb.parti;10;1004;Kommune;2007;627;15,21;5;2011;1223;8031,87;9254,87
Flekkefjord Fremskrittsparti;10;1004;Kommune;2007;724;17,56;6;2011;1223;9274,44;10497,44
Flekkefjord Høyre;10;1004;Kommune;2007;832;20,18;7;2011;1223;10657,92;11880,92
Flekkefjord KrF;10;1004;Kommune;2007;647;15,69;6;2011;1223;8288,07;9511,07
Flekkefjord Senterparti;10;1004;Kommune;2007;367;8,9;3;2011;1223;4701,27;5924,27
Flekkefjord Sv;10;1004;Kommune;2007;220;5,34;2;2011;1223;2818,2;4041,2
FLEKKEFJORD VENSTRE;10;1004;Kommune;2007;690;16,74;6;2011;1223;8838,9;10061,9
Demokratene;10;1014;Kommune;2007;45;0,77;0;2011;0;576,45;576,45
Vennesla  Arbeiderparti;10;1014;Kommune;2007;1503;25,86;7;2011;1223;19253,43;20476,43
Vennesla Fremskrittsparti;10;1014;Kommune;2007;1460;25,12;7;2011;1223;18702,6;19925,6
Vennesla Høyre;10;1014;Kommune;2007;508;8,74;2;2011;1223;6507,48;7730,48
Vennesla KrF;10;1014;Kommune;2007;1768;30,43;9;2011;1223;22648,08;23871,08
Vennesla Senterparti;10;1014;Kommune;2007;427;7,35;2;2011;1223;5469,87;6692,87
Demokratene Songdalen;10;1017;Kommune;2007;44;1,75;0;2011;0;563,64;563,64
Songdalen  Arbeiderparti;10;1017;Kommune;2007;605;24,02;6;2011;1223;7750,05;8973,05
Songdalen Fremskrittsparti;10;1017;Kommune;2007;446;17,71;5;2011;1223;5713,26;6936,26
Songdalen Høyre;10;1017;Kommune;2007;359;14,25;4;2011;1223;4598,79;5821,79
Songdalen KrF;10;1017;Kommune;2007;416;16,51;4;2011;1223;5328,96;6551,96
Songdalen Senterparti;10;1017;Kommune;2007;613;24,34;6;2011;1223;7852,53;9075,53
Pensjonistpartiet;10;1018;Kommune;2007;133;2,97;1;2011;1223;1703,73;2926,73
Søgne  Arbeiderparti;10;1018;Kommune;2007;984;21,94;6;2011;1223;12605,04;13828,04
Søgne Fremskrittsparti;10;1018;Kommune;2007;961;21,43;6;2011;1223;12310,41;13533,41
Søgne Høyre;10;1018;Kommune;2007;790;17,61;5;2011;1223;10119,9;11342,9
Søgne KrF;10;1018;Kommune;2007;601;13,4;4;2011;1223;7698,81;8921,81
Søgne Rød Valgallianse;10;1018;Kommune;2007;60;1,34;0;2011;0;768,6;768,6
Søgne Senterparti;10;1018;Kommune;2007;162;3,61;1;2011;1223;2075,22;3298,22
Søgne Sv;10;1018;Kommune;2007;206;4,59;1;2011;1223;2638,86;3861,86
SØGNE VENSTRE;10;1018;Kommune;2007;580;12,93;3;2011;1223;7429,8;8652,8
Marnardal  Arbeiderparti;10;1021;Kommune;2007;310;30,04;6;2011;1223;3971,1;5194,1
Marnardal Fremskrittsparti;10;1021;Kommune;2007;84;8,14;2;2011;1223;1076,04;2299,04
Marnardal Høyre;10;1021;Kommune;2007;152;14,73;3;2011;1223;1947,12;3170,12
Marnardal KrF;10;1021;Kommune;2007;139;13,47;3;2011;1223;1780,59;3003,59
Marnardal Senterparti;10;1021;Kommune;2007;282;27,33;6;2011;1223;3612,42;4835,42
MARNARDAL VENSTRE;10;1021;Kommune;2007;65;6,3;1;2011;1223;832,65;2055,65
Åseral  Arbeidarparti;10;1026;Kommune;2007;83;16,73;3;2011;1223;1063,23;2286,23
Åseral Høgre;10;1026;Kommune;2007;52;10,48;2;2011;1223;666,12;1889,12
Åseral KrF;10;1026;Kommune;2007;134;27,02;4;2011;1223;1716,54;2939,54
Åseral Senterparti;10;1026;Kommune;2007;123;24,8;4;2011;1223;1575,63;2798,63
Audnedal  Arbeidarparti;10;1027;Kommune;2007;128;14,95;2;2011;1223;1639,68;2862,68
Audnedal Høgre;10;1027;Kommune;2007;54;6,31;1;2011;1223;691,74;1914,74
Audnedal KrF;10;1027;Kommune;2007;240;28,04;5;2011;1223;3074,4;4297,4
Audnedal Senterparti;10;1027;Kommune;2007;86;10,05;2;2011;1223;1101,66;2324,66
Lindesnes  Arbeiderparti;10;1029;Kommune;2007;262;11,5;2;2011;1223;3356,22;4579,22
Lindesnes Fremskrittsparti;10;1029;Kommune;2007;389;17,08;4;2011;1223;4983,09;6206,09
Lindesnes Høyre;10;1029;Kommune;2007;305;13,39;3;2011;1223;3907,05;5130,05
Lindesnes KrF;10;1029;Kommune;2007;873;38,32;8;2011;1223;11183,13;12406,13
Lindesnes Senterparti;10;1029;Kommune;2007;161;7,07;2;2011;1223;2062,41;3285,41
LINDESNES VENSTRE;10;1029;Kommune;2007;201;8,82;2;2011;1223;2574,81;3797,81
Demokratene;10;1032;Kommune;2007;14;0,38;0;2011;0;179,34;179,34
Lyngdal Fremskrittsparti;10;1032;Kommune;2007;766;20,87;6;2011;1223;9812,46;11035,46
Lyngdal Høyre;10;1032;Kommune;2007;982;26,75;8;2011;1223;12579,42;13802,42
Lyngdal KrF;10;1032;Kommune;2007;933;25,42;7;2011;1223;11951,73;13174,73
Lyngdal Senterparti;10;1032;Kommune;2007;248;6,76;2;2011;1223;3176,88;4399,88
Lyngdal Sv;10;1032;Kommune;2007;105;2,86;1;2011;1223;1345,05;2568,05
LYNGDAL VENSTRE;10;1032;Kommune;2007;336;9,15;3;2011;1223;4304,16;5527,16
Hægebostad  Arbeidarparti;10;1034;Kommune;2007;58;6,59;1;2011;1223;742,98;1965,98
Hægebostad Framstegsparti;10;1034;Kommune;2007;50;5,68;1;2011;1223;640,5;1863,5
Hægebostad Høgre;10;1034;Kommune;2007;98;11,14;3;2011;1223;1255,38;2478,38
Hægebostad og Eiken KrF;10;1034;Kommune;2007;153;17,39;4;2011;1223;1959,93;3182,93
Kvinesdal  Arbeidarparti;10;1037;Kommune;2007;879;31,13;9;2011;1223;11259,99;12482,99
Kvinesdal Framstegsparti;10;1037;Kommune;2007;720;25,5;7;2011;1223;9223,2;10446,2
Kvinesdal Høgre;10;1037;Kommune;2007;320;11,33;3;2011;1223;4099,2;5322,2
Kvinesdal KrF;10;1037;Kommune;2007;465;16,47;5;2011;1223;5956,65;7179,65
Kvinesdal Senterparti;10;1037;Kommune;2007;317;11,23;3;2011;1223;4060,77;5283,77
Sirdal  Arbeidarparti;10;1046;Kommune;2007;167;17,43;4;2011;1223;2139,27;3362,27
Sirdal Framstegsparti;10;1046;Kommune;2007;154;16,08;2;2011;1223;1972,74;3195,74
Sirdal Høgre;10;1046;Kommune;2007;110;11,48;3;2011;1223;1409,1;2632,1
Sirdal KrF;10;1046;Kommune;2007;166;17,33;4;2011;1223;2126,46;3349,46
Sirdal Senterparti;10;1046;Kommune;2007;240;25,05;4;2011;1223;3074,4;4297,4
SIRDAL VENSTRE;10;1046;Kommune;2007;61;6,37;1;2011;1223;781,41;2004,41
Demokratene i Rogaland;11;1100;Fylke;2007;198;0,11;0;2011;0;5743,98;5743,98
Kystpartiet i Rogaland;11;1100;Fylke;2007;563;0,32;0;2011;0;16332,63;16332,63
Kystpartiets ungdom i Rogaland;11;1100;FylkesUngdom;2007;0;0;0;2011;0;5157,08;5157,08
Miljøpartiet De Grønne i Rogaland;11;1100;Fylke;2007;740;0,42;0;2011;0;21467,4;21467,4
Pensjonistpartiet I Rogaland;11;1100;Fylke;2007;2533;1,45;1;2011;44708;73482,33;118190,33
Rogaland Arbeiderparti;11;1100;Fylke;2007;40882;23,43;11;2011;44708;1185986,82;1230694,82
Rogaland AUF;11;1100;FylkesUngdom;2007;0;0;0;2011;0;374479,12;374479,12
Rogaland Fremskrittpartis Ungdom;11;1100;FylkesUngdom;2007;0;0;0;2011;0;331152,32;331152,32
Rogaland Fremskrittsparti;11;1100;Fylke;2007;36152;20,72;10;2011;44708;1048769,52;1093477,52
Rogaland Høyre;11;1100;Fylke;2007;40012;22,94;11;2011;44708;1160748,12;1205456,12
Rogaland Kristelig Folkeparti;11;1100;Fylke;2007;22288;12,78;6;2011;44708;646574,88;691282,88
Rogaland Kristelig Folkepartis Ungdom;11;1100;FylkesUngdom;2007;0;0;0;2011;0;204158,08;204158,08
Rogaland Kristent Samlingsparti;11;1100;Fylke;2007;739;0,42;0;2011;0;21438,39;21438,39
Rogaland Rød Ungdom;11;1100;FylkesUngdom;2007;0;0;0;2011;0;11541,6;11541,6
Rogaland Rød Valgallianse;11;1100;Fylke;2007;1260;0,72;0;2011;0;36552,6;36552,6
Rogaland Senterparti;11;1100;Fylke;2007;11908;6,83;3;2011;44708;345451,08;390159,08
Rogaland Senterungdom;11;1100;FylkesUngdom;2007;0;0;0;2011;0;109077,28;109077,28
Rogaland SU;11;1100;FylkesUngdom;2007;0;0;0;2011;0;69487,76;69487,76
Rogaland Sv;11;1100;Fylke;2007;7586;4,35;2;2011;44708;220069,86;264777,86
Rogaland Unge Høyre;11;1100;FylkesUngdom;2007;0;0;0;2011;0;366509,92;366509,92
ROGALAND UNGE VENSTRE;11;1100;FylkesUngdom;2007;0;0;0;2011;0;87908,52;87908,52
ROGALAND VENSTRE;11;1100;Fylke;2007;9597;5,5;3;2011;44708;278408,97;323116,97
Eigersund  Arbeiderparti;11;1101;Kommune;2007;1580;25,84;9;2011;1223;20239,8;21462,8
Eigersund Fremskrittsparti;11;1101;Kommune;2007;1031;16,86;6;2011;1223;13207,11;14430,11
Eigersund Høyre;11;1101;Kommune;2007;1697;27,75;10;2011;1223;21738,57;22961,57
Eigersund KrF;11;1101;Kommune;2007;899;14,7;5;2011;1223;11516,19;12739,19
Eigersund Senterparti;11;1101;Kommune;2007;368;6,02;2;2011;1223;4714,08;5937,08
Eigersund Sv;11;1101;Kommune;2007;131;2,14;1;2011;1223;1678,11;2901,11
EIGERSUND VENSTRE;11;1101;Kommune;2007;409;6,69;2;2011;1223;5239,29;6462,29
Kristent Samlingsparti;11;1102;Kommune;2007;80;0,29;0;2011;0;1024,8;1024,8
Sandnes  Arbeiderparti;11;1102;Kommune;2007;5758;21,09;11;2011;1223;73759,98;74982,98
Sandnes Fremskrittsparti;11;1102;Kommune;2007;7246;26,54;13;2011;1223;92821,26;94044,26
Sandnes Høyre;11;1102;Kommune;2007;6179;22,63;11;2011;1223;79152,99;80375,99
Sandnes KrF;11;1102;Kommune;2007;3273;11,99;6;2011;1223;41927,13;43150,13
Sandnes Pensjonistparti;11;1102;Kommune;2007;584;2,14;1;2011;1223;7481,04;8704,04
Sandnes Senterparti;11;1102;Kommune;2007;1260;4,61;2;2011;1223;16140,6;17363,6
Sandnes Sv;11;1102;Kommune;2007;1139;4,17;2;2011;1223;14590,59;15813,59
SANDNES VENSTRE;11;1102;Kommune;2007;1440;5,27;3;2011;1223;18446,4;19669,4
Demokratene;11;1103;Kommune;2007;56;0,11;0;2011;0;717,36;717,36
Kystpartiet i Stavanger;11;1103;Kommune;2007;61;0,11;0;2011;0;781,41;781,41
Stavanger  Arbeiderparti;11;1103;Kommune;2007;11614;21,83;15;2011;1223;148775,34;149998,34
Stavanger Fremskrittsparti;11;1103;Kommune;2007;8271;15,54;11;2011;1223;105951,51;107174,51
Stavanger Høyre;11;1103;Kommune;2007;18369;34,52;23;2011;1223;235306,89;236529,89
Stavanger KrF;11;1103;Kommune;2007;4160;7,82;5;2011;1223;53289,6;54512,6
Stavanger Pensjonistparti;11;1103;Kommune;2007;896;1,68;1;2011;1223;11477,76;12700,76
Stavanger Rød Valgallianse;11;1103;Kommune;2007;687;1,29;1;2011;1223;8800,47;10023,47
Stavanger Senterparti;11;1103;Kommune;2007;933;1,75;1;2011;1223;11951,73;13174,73
Stavanger Sv;11;1103;Kommune;2007;2969;5,58;4;2011;1223;38032,89;39255,89
STAVANGER VENSTRE;11;1103;Kommune;2007;4939;9,28;6;2011;1223;63268,59;64491,59
Haugesund  Arbeiderparti;11;1106;Kommune;2007;2910;20,54;10;2011;1223;37277,1;38500,1
Haugesund Fremskrittsparti;11;1106;Kommune;2007;1950;13,76;7;2011;1223;24979,5;26202,5
Haugesund Høyre;11;1106;Kommune;2007;5649;39,87;20;2011;1223;72363,69;73586,69
Haugesund KrF;11;1106;Kommune;2007;807;5,7;3;2011;1223;10337,67;11560,67
Haugesund Pensjonistparti;11;1106;Kommune;2007;656;4,63;2;2011;1223;8403,36;9626,36
Haugesund Rød Valgallianse;11;1106;Kommune;2007;102;0,72;0;2011;0;1306,62;1306,62
Haugesund Senterparti;11;1106;Kommune;2007;189;1,33;0;2011;0;2421,09;2421,09
Haugesund Sv;11;1106;Kommune;2007;613;4,33;2;2011;1223;7852,53;9075,53
HAUGESUND VENSTRE;11;1106;Kommune;2007;1293;9,13;5;2011;1223;16563,33;17786,33
Sokndal  Arbeiderparti;11;1111;Kommune;2007;512;31,8;7;2011;1223;6558,72;7781,72
Sokndal Fremskrittsparti;11;1111;Kommune;2007;457;28,39;6;2011;1223;5854,17;7077,17
Sokndal Høyre;11;1111;Kommune;2007;129;8,01;2;2011;1223;1652,49;2875,49
Sokndal KrF;11;1111;Kommune;2007;257;15,96;3;2011;1223;3292,17;4515,17
Sokndal Senterparti;11;1111;Kommune;2007;96;5,96;1;2011;1223;1229,76;2452,76
Lund  Arbeiderparti;11;1112;Kommune;2007;337;21,02;5;2011;1223;4316,97;5539,97
Lund Fremskrittsparti;11;1112;Kommune;2007;391;24,39;5;2011;1223;5008,71;6231,71
Lund Høyre;11;1112;Kommune;2007;104;6,49;1;2011;1223;1332,24;2555,24
Lund KrF;11;1112;Kommune;2007;373;23,27;5;2011;1223;4778,13;6001,13
Lund Senterparti;11;1112;Kommune;2007;288;17,97;4;2011;1223;3689,28;4912,28
LUND VENSTRE;11;1112;Kommune;2007;110;6,86;1;2011;1223;1409,1;2632,1
Bjerkreim  Arbeidarparti;11;1114;Kommune;2007;141;10,66;2;2011;1223;1806,21;3029,21
Bjerkreim Høgre;11;1114;Kommune;2007;365;27,59;5;2011;1223;4675,65;5898,65
